Trade #,Type,Signal,Date/Time,Price INR,Contracts,Profit INR,Profit %,Cum. Profit INR,Cum. Profit %,Run-up INR,Run-up %,Drawdown INR,Drawdown %
850,Exit Long,Close entry(s) order Long,03-07-2023 09:24,379.7,1,-5250,-1.09,915500,-0.27,6375,1.33,5375,1.12
850,Entry Long,Long,30-06-2023 20:33,383.9,1,-5250,-1.09,915500,-0.27,6375,1.33,5375,1.12
849,Exit Short,Close entry(s) order Short,28-06-2023 23:03,379,1,9375,1.94,920750,0.49,9375,1.94,375,0.08
849,Entry Short,Short,28-06-2023 18:57,386.5,1,9375,1.94,920750,0.49,9375,1.94,375,0.08
848,Exit Long,Close entry(s) order Long,26-06-2023 13:36,386.2,1,15625,3.34,911375,0.82,19625,4.2,500,0.11
848,Entry Long,Long,23-06-2023 21:18,373.7,1,15625,3.34,911375,0.82,19625,4.2,500,0.11
847,Exit Short,Close entry(s) order Short,23-06-2023 21:15,372.4,1,-2750,-0.59,895750,-0.14,3375,0.73,2750,0.59
847,Entry Short,Short,23-06-2023 18:36,370.2,1,-2750,-0.59,895750,-0.14,3375,0.73,2750,0.59
846,Exit Long,Close entry(s) order Long,22-06-2023 20:45,371.3,1,-2000,-0.43,898500,-0.11,3000,0.64,5875,1.26
846,Entry Long,Long,22-06-2023 17:33,372.9,1,-2000,-0.43,898500,-0.11,3000,0.64,5875,1.26
845,Exit Short,Long,22-06-2023 17:33,372.9,1,-2875,-0.62,900500,-0.15,250,0.05,3500,0.76
845,Entry Short,Short,22-06-2023 17:06,370.6,1,-2875,-0.62,900500,-0.15,250,0.05,3500,0.76
844,Exit Long,Close entry(s) order Long,22-06-2023 16:36,373.3,1,500,0.11,903375,0.03,4000,0.86,1125,0.24
844,Entry Long,Long,22-06-2023 11:03,372.9,1,500,0.11,903375,0.03,4000,0.86,1125,0.24
843,Exit Short,Close entry(s) order Short,21-06-2023 13:45,366.2,1,9000,1.93,902875,0.48,12500,2.68,250,0.05
843,Entry Short,Short,20-06-2023 19:48,373.4,1,9000,1.93,902875,0.48,12500,2.68,250,0.05
842,Exit Long,Close entry(s) order Long,13-06-2023 15:15,351.1,1,1375,0.31,893875,0.07,1875,0.43,125,0.03
842,Entry Long,Long,13-06-2023 11:21,350,1,1375,0.31,893875,0.07,1875,0.43,125,0.03
841,Exit Short,Close entry(s) order Short,09-06-2023 20:00,349.2,1,2125,0.48,892500,0.11,4125,0.94,750,0.17
841,Entry Short,Short,09-06-2023 15:48,350.9,1,2125,0.48,892500,0.11,4125,0.94,750,0.17
840,Exit Long,Close entry(s) order Long,06-06-2023 22:24,348,1,1625,0.37,890375,0.09,4125,0.95,2125,0.49
840,Entry Long,Long,06-06-2023 19:03,346.7,1,1625,0.37,890375,0.09,4125,0.95,2125,0.49
839,Exit Short,Long,06-06-2023 19:03,346.7,1,-3125,-0.73,888750,-0.17,3875,0.9,3375,0.78
839,Entry Short,Short,06-06-2023 17:15,344.2,1,-3125,-0.73,888750,-0.17,3875,0.9,3375,0.78
838,Exit Long,Close entry(s) order Long,06-06-2023 17:15,344.2,1,-2000,-0.46,891875,-0.11,250,0.06,2375,0.55
838,Entry Long,Long,06-06-2023 17:03,345.8,1,-2000,-0.46,891875,-0.11,250,0.06,2375,0.55
837,Exit Short,Long,06-06-2023 17:03,345.8,1,-1625,-0.38,893875,-0.09,375,0.09,1625,0.38
837,Entry Short,Short,06-06-2023 16:39,344.5,1,-1625,-0.38,893875,-0.09,375,0.09,1625,0.38
836,Exit Long,Close entry(s) order Long,05-06-2023 21:03,349.1,1,5750,1.34,895500,0.3,8500,1.97,875,0.2
836,Entry Long,Long,05-06-2023 11:15,344.5,1,5750,1.34,895500,0.3,8500,1.97,875,0.2
835,Exit Short,Close entry(s) order Short,01-06-2023 12:36,349.3,1,4125,0.94,889750,0.22,6250,1.42,1625,0.37
835,Entry Short,Short,31-05-2023 20:51,352.6,1,4125,0.94,889750,0.22,6250,1.42,1625,0.37
834,Exit Long,Close entry(s) order Long,31-05-2023 20:51,352.6,1,-1875,-0.42,885625,-0.1,1625,0.37,2000,0.45
834,Entry Long,Long,31-05-2023 20:03,354.1,1,-1875,-0.42,885625,-0.1,1625,0.37,2000,0.45
833,Exit Short,Long,31-05-2023 20:03,354.1,1,-1500,-0.34,887500,-0.08,875,0.2,2125,0.48
833,Entry Short,Short,31-05-2023 19:42,352.9,1,-1500,-0.34,887500,-0.08,875,0.2,2125,0.48
832,Exit Long,Close entry(s) order Long,31-05-2023 19:42,352.9,1,-4750,-1.07,889000,-0.25,4500,1.01,4750,1.07
832,Entry Long,Long,31-05-2023 18:27,356.7,1,-4750,-1.07,889000,-0.25,4500,1.01,4750,1.07
831,Exit Short,Close entry(s) order Short,25-05-2023 23:03,363.4,1,7875,1.7,893750,0.42,9625,2.08,375,0.08
831,Entry Short,Short,25-05-2023 20:09,369.7,1,7875,1.7,893750,0.42,9625,2.08,375,0.08
830,Exit Long,Close entry(s) order Long,25-05-2023 20:09,369.7,1,-4375,-0.94,885875,-0.23,1500,0.32,5125,1.1
830,Entry Long,Long,25-05-2023 18:12,373.2,1,-4375,-0.94,885875,-0.23,1500,0.32,5125,1.1
829,Exit Short,Long,25-05-2023 18:12,373.2,1,-3750,-0.81,890250,-0.2,2125,0.46,4875,1.05
829,Entry Short,Short,25-05-2023 17:27,370.2,1,-3750,-0.81,890250,-0.2,2125,0.46,4875,1.05
828,Exit Long,Close entry(s) order Long,24-05-2023 22:36,372.4,1,500,0.11,894000,0.03,750,0.16,375,0.08
828,Entry Long,Long,24-05-2023 22:21,372,1,500,0.11,894000,0.03,750,0.16,375,0.08
827,Exit Short,Close entry(s) order Short,23-05-2023 12:24,374.2,1,12625,2.63,893500,0.67,14625,3.04,2250,0.47
827,Entry Short,Short,22-05-2023 15:57,384.3,1,12625,2.63,893500,0.67,14625,3.04,2250,0.47
826,Exit Long,Close entry(s) order Long,18-05-2023 20:09,381.8,1,11625,2.5,880875,0.62,12750,2.74,1250,0.27
826,Entry Long,Long,18-05-2023 15:30,372.5,1,11625,2.5,880875,0.62,12750,2.74,1250,0.27
825,Exit Short,Long,18-05-2023 15:30,372.5,1,-1875,-0.4,869250,-0.1,875,0.19,1875,0.4
825,Entry Short,Short,18-05-2023 13:36,371,1,-1875,-0.4,869250,-0.1,875,0.19,1875,0.4
824,Exit Long,Close entry(s) order Long,18-05-2023 10:30,371.5,1,-2625,-0.56,871125,-0.14,1500,0.32,3000,0.64
824,Entry Long,Long,17-05-2023 22:09,373.6,1,-2625,-0.56,871125,-0.14,1500,0.32,3000,0.64
823,Exit Short,Close entry(s) order Short,17-05-2023 21:54,371.6,1,-2875,-0.62,873750,-0.15,2125,0.46,3375,0.73
823,Entry Short,Short,17-05-2023 18:42,369.3,1,-2875,-0.62,873750,-0.15,2125,0.46,3375,0.73
822,Exit Long,Close entry(s) order Long,17-05-2023 18:42,369.3,1,-1125,-0.24,876625,-0.06,7750,1.67,1125,0.24
822,Entry Long,Long,17-05-2023 12:45,370.2,1,-1125,-0.24,876625,-0.06,7750,1.67,1125,0.24
821,Exit Short,Long,17-05-2023 12:45,370.2,1,-1500,-0.33,877750,-0.08,0,0,1625,0.35
821,Entry Short,Short,17-05-2023 12:03,369,1,-1500,-0.33,877750,-0.08,0,0,1625,0.35
820,Exit Long,Close entry(s) order Long,15-05-2023 11:27,364.1,1,7750,1.73,879250,0.41,10125,2.26,1125,0.25
820,Entry Long,Long,12-05-2023 19:12,357.9,1,7750,1.73,879250,0.41,10125,2.26,1125,0.25
819,Exit Short,Close entry(s) order Short,12-05-2023 12:21,353.7,1,3875,0.87,871500,0.21,4125,0.92,0,0
819,Entry Short,Short,11-05-2023 22:54,356.8,1,3875,0.87,871500,0.21,4125,0.92,0,0
818,Exit Long,Close entry(s) order Long,11-05-2023 22:54,356.8,1,-4250,-0.94,867625,-0.23,1750,0.39,4500,1
818,Entry Long,Long,11-05-2023 20:21,360.2,1,-4250,-0.94,867625,-0.23,1750,0.39,4500,1
817,Exit Short,Close entry(s) order Short,10-05-2023 22:06,358.7,1,-250,-0.06,871875,-0.01,5750,1.28,1125,0.25
817,Entry Short,Short,10-05-2023 18:24,358.5,1,-250,-0.06,871875,-0.01,5750,1.28,1125,0.25
816,Exit Long,Close entry(s) order Long,08-05-2023 14:54,355,1,3875,0.88,872125,0.21,6000,1.36,1250,0.28
816,Entry Long,Long,05-05-2023 21:09,351.9,1,3875,0.88,872125,0.21,6000,1.36,1250,0.28
815,Exit Short,Close entry(s) order Short,02-05-2023 11:21,366.1,1,1125,0.25,868250,0.06,2875,0.63,500,0.11
815,Entry Short,Short,01-05-2023 20:45,367,1,1125,0.25,868250,0.06,2875,0.63,500,0.11
814,Exit Long,Close entry(s) order Long,28-04-2023 21:09,373.6,1,3625,0.78,867125,0.19,13750,2.97,1375,0.3
814,Entry Long,Long,28-04-2023 17:51,370.7,1,3625,0.78,867125,0.19,13750,2.97,1375,0.3
813,Exit Short,Long,28-04-2023 17:51,370.7,1,-3875,-0.84,863500,-0.21,4000,0.87,4000,0.87
813,Entry Short,Short,28-04-2023 14:03,367.6,1,-3875,-0.84,863500,-0.21,4000,0.87,4000,0.87
812,Exit Long,Close entry(s) order Long,28-04-2023 10:15,369.7,1,-1500,-0.32,867375,-0.08,375,0.08,3000,0.65
812,Entry Long,Long,27-04-2023 22:57,370.9,1,-1500,-0.32,867375,-0.08,375,0.08,3000,0.65
811,Exit Short,Close entry(s) order Short,27-04-2023 10:00,365.6,1,8750,1.88,868875,0.47,11125,2.39,0,0
811,Entry Short,Short,26-04-2023 15:06,372.6,1,8750,1.88,868875,0.47,11125,2.39,0,0
810,Exit Long,Close entry(s) order Long,26-04-2023 15:06,372.6,1,-1875,-0.4,860125,-0.1,1000,0.21,1875,0.4
810,Entry Long,Long,26-04-2023 13:12,374.1,1,-1875,-0.4,860125,-0.1,1000,0.21,1875,0.4
809,Exit Short,Long,26-04-2023 13:12,374.1,1,-2000,-0.43,862000,-0.11,0,0,2125,0.46
809,Entry Short,Short,26-04-2023 12:48,372.5,1,-2000,-0.43,862000,-0.11,0,0,2125,0.46
808,Exit Long,Close entry(s) order Long,25-04-2023 23:03,376.8,1,2125,0.45,864000,0.11,2250,0.48,1375,0.29
808,Entry Long,Long,25-04-2023 21:21,375.1,1,2125,0.45,864000,0.11,2250,0.48,1375,0.29
807,Exit Short,Close entry(s) order Short,25-04-2023 19:15,373.6,1,-2875,-0.62,861875,-0.15,2750,0.59,3750,0.81
807,Entry Short,Short,25-04-2023 14:09,371.3,1,-2875,-0.62,861875,-0.15,2750,0.59,3750,0.81
806,Exit Long,Close entry(s) order Long,24-04-2023 22:06,376.3,1,1875,0.4,864750,0.1,3250,0.69,3625,0.77
806,Entry Long,Long,24-04-2023 19:15,374.8,1,1875,0.4,864750,0.1,3250,0.69,3625,0.77
805,Exit Short,Close entry(s) order Short,24-04-2023 12:24,370.6,1,875,0.19,862875,0.05,1250,0.27,1750,0.38
805,Entry Short,Short,24-04-2023 09:03,371.3,1,875,0.19,862875,0.05,1250,0.27,1750,0.38
804,Exit Short,Close entry(s) order Short,21-04-2023 22:45,373.5,1,-2125,-0.46,862000,-0.11,250,0.05,4625,1
804,Entry Short,Short,21-04-2023 20:24,371.8,1,-2125,-0.46,862000,-0.11,250,0.05,4625,1
803,Exit Long,Close entry(s) order Long,21-04-2023 20:24,371.8,1,-5750,-1.22,864125,-0.31,0,0,5875,1.25
803,Entry Long,Long,21-04-2023 18:21,376.4,1,-5750,-1.22,864125,-0.31,0,0,5875,1.25
802,Exit Short,Close entry(s) order Short,19-04-2023 22:15,374.4,1,5125,1.08,869875,0.27,11875,2.51,1125,0.24
802,Entry Short,Short,19-04-2023 18:24,378.5,1,5125,1.08,869875,0.27,11875,2.51,1125,0.24
801,Exit Long,Close entry(s) order Long,17-04-2023 13:24,368.4,1,-1000,-0.22,864750,-0.05,1500,0.33,1375,0.3
801,Entry Long,Long,17-04-2023 09:03,369.2,1,-1000,-0.22,864750,-0.05,1500,0.33,1375,0.3
800,Exit Short,Close entry(s) order Short,13-04-2023 12:18,363,1,7500,1.63,865750,0.4,9250,2.01,125,0.03
800,Entry Short,Short,12-04-2023 19:48,369,1,7500,1.63,865750,0.4,9250,2.01,125,0.03
799,Exit Long,Close entry(s) order Long,10-04-2023 22:00,370.2,1,4500,0.98,858250,0.24,6500,1.42,625,0.14
799,Entry Long,Long,10-04-2023 18:21,366.6,1,4500,0.98,858250,0.24,6500,1.42,625,0.14
798,Exit Short,Close entry(s) order Short,10-04-2023 13:06,359,1,7875,1.72,853750,0.43,8500,1.86,1625,0.36
798,Entry Short,Short,06-04-2023 19:54,365.3,1,7875,1.72,853750,0.43,8500,1.86,1625,0.36
797,Exit Long,Close entry(s) order Long,05-04-2023 20:54,369.6,1,2000,0.43,845875,0.11,6000,1.3,1125,0.24
797,Entry Long,Long,05-04-2023 17:48,368,1,2000,0.43,845875,0.11,6000,1.3,1125,0.24
796,Exit Short,Close entry(s) order Short,05-04-2023 09:30,365.8,1,125,0.03,843875,0.01,2000,0.44,2375,0.52
796,Entry Short,Short,04-04-2023 18:54,365.9,1,125,0.03,843875,0.01,2000,0.44,2375,0.52
795,Exit Short,Close entry(s) order Short,03-04-2023 23:18,368,1,-2125,-0.46,843750,-0.12,2125,0.46,3750,0.82
795,Entry Short,Short,03-04-2023 19:45,366.3,1,-2125,-0.46,843750,-0.12,2125,0.46,3750,0.82
794,Exit Long,Close entry(s) order Long,03-04-2023 19:45,366.3,1,-5250,-1.13,845875,-0.28,500,0.11,6000,1.3
794,Entry Long,Long,03-04-2023 18:42,370.5,1,-5250,-1.13,845875,-0.28,500,0.11,6000,1.3
793,Exit Short,Close entry(s) order Short,03-04-2023 15:27,365,1,875,0.19,851125,0.05,2625,0.57,1000,0.22
793,Entry Short,Short,03-04-2023 09:03,365.7,1,875,0.19,851125,0.05,2625,0.57,1000,0.22
792,Exit Long,Close entry(s) order Long,03-04-2023 09:03,365.7,1,-12000,-2.56,850250,-0.64,1750,0.37,12875,2.74
792,Entry Long,Long,31-03-2023 18:36,375.3,1,-12000,-2.56,850250,-0.64,1750,0.37,12875,2.74
791,Exit Short,Close entry(s) order Short,31-03-2023 10:27,367,1,5000,1.08,862250,0.27,7250,1.56,1625,0.35
791,Entry Short,Short,30-03-2023 17:03,371,1,5000,1.08,862250,0.27,7250,1.56,1625,0.35
790,Exit Long,Close entry(s) order Long,29-03-2023 23:03,375.6,1,-500,-0.11,857250,-0.03,750,0.16,3625,0.77
790,Entry Long,Long,29-03-2023 22:06,376,1,-500,-0.11,857250,-0.03,750,0.16,3625,0.77
789,Exit Short,Close entry(s) order Short,27-03-2023 12:27,380.4,1,250,0.05,857750,0.01,1625,0.34,1000,0.21
789,Entry Short,Short,27-03-2023 09:03,380.6,1,250,0.05,857750,0.01,1625,0.34,1000,0.21
788,Exit Short,Close entry(s) order Short,24-03-2023 22:24,385.9,1,-500,-0.1,857500,-0.03,1875,0.39,3625,0.75
788,Entry Short,Short,24-03-2023 18:15,385.5,1,-500,-0.1,857500,-0.03,1875,0.39,3625,0.75
787,Exit Long,Close entry(s) order Long,24-03-2023 18:15,385.5,1,-4000,-0.82,858000,-0.21,500,0.1,4125,0.85
787,Entry Long,Long,24-03-2023 17:45,388.7,1,-4000,-0.82,858000,-0.21,500,0.1,4125,0.85
786,Exit Short,Close entry(s) order Short,23-03-2023 11:54,388.2,1,1375,0.28,862000,0.07,4125,0.85,0,0
786,Entry Short,Short,22-03-2023 22:36,389.3,1,1375,0.28,862000,0.07,4125,0.85,0,0
785,Exit Long,Close entry(s) order Long,22-03-2023 22:36,389.3,1,-1375,-0.28,860625,-0.07,375,0.08,1375,0.28
785,Entry Long,Long,22-03-2023 22:15,390.4,1,-1375,-0.28,860625,-0.07,375,0.08,1375,0.28
784,Exit Short,Long,22-03-2023 22:15,390.4,1,-1000,-0.21,862000,-0.05,500,0.1,4375,0.9
784,Entry Short,Short,22-03-2023 19:33,389.6,1,-1000,-0.21,862000,-0.05,500,0.1,4375,0.9
783,Exit Long,Close entry(s) order Long,22-03-2023 19:33,389.6,1,-6500,-1.32,863000,-0.35,375,0.08,6875,1.39
783,Entry Long,Long,22-03-2023 19:15,394.8,1,-6500,-1.32,863000,-0.35,375,0.08,6875,1.39
782,Exit Short,Close entry(s) order Short,22-03-2023 19:03,392.6,1,125,0.03,869500,0.01,5500,1.12,2375,0.48
782,Entry Short,Short,22-03-2023 13:00,392.7,1,125,0.03,869500,0.01,5500,1.12,2375,0.48
781,Exit Long,Close entry(s) order Long,22-03-2023 12:12,394.2,1,750,0.15,869375,0.04,1000,0.2,0,0
781,Entry Long,Long,22-03-2023 12:00,393.6,1,750,0.15,869375,0.04,1000,0.2,0,0
780,Exit Short,Long,22-03-2023 12:00,393.6,1,-625,-0.13,868625,-0.03,125,0.03,875,0.18
780,Entry Short,Short,22-03-2023 11:48,393.1,1,-625,-0.13,868625,-0.03,125,0.03,875,0.18
779,Exit Long,Close entry(s) order Long,22-03-2023 11:48,393.1,1,-3875,-0.78,869250,-0.21,250,0.05,4250,0.86
779,Entry Long,Long,22-03-2023 10:30,396.2,1,-3875,-0.78,869250,-0.21,250,0.05,4250,0.86
778,Exit Short,Close entry(s) order Short,17-03-2023 22:45,402.1,1,12500,2.43,873125,0.67,16125,3.13,500,0.1
778,Entry Short,Short,17-03-2023 14:30,412.1,1,12500,2.43,873125,0.67,16125,3.13,500,0.1
777,Exit Long,Close entry(s) order Long,17-03-2023 14:30,412.1,1,-1750,-0.34,860625,-0.09,375,0.07,2125,0.41
777,Entry Long,Long,17-03-2023 12:51,413.5,1,-1750,-0.34,860625,-0.09,375,0.07,2125,0.41
776,Exit Short,Long,17-03-2023 12:51,413.5,1,-1750,-0.34,862375,-0.09,1375,0.27,2625,0.51
776,Entry Short,Short,17-03-2023 11:30,412.1,1,-1750,-0.34,862375,-0.09,1375,0.27,2625,0.51
775,Exit Long,Close entry(s) order Long,17-03-2023 10:33,413.4,1,-250,-0.05,864125,-0.01,250,0.05,750,0.15
775,Entry Long,Long,17-03-2023 09:54,413.6,1,-250,-0.05,864125,-0.01,250,0.05,750,0.15
774,Exit Short,Close entry(s) order Short,16-03-2023 09:24,412.1,1,3875,0.75,864375,0.21,14500,2.79,2375,0.46
774,Entry Short,Short,15-03-2023 16:15,415.2,1,3875,0.75,864375,0.21,14500,2.79,2375,0.46
773,Exit Long,Close entry(s) order Long,13-03-2023 22:57,416.4,1,2125,0.41,860500,0.11,8250,1.59,0,0
773,Entry Long,Long,13-03-2023 19:12,414.7,1,2125,0.41,860500,0.11,8250,1.59,0,0
772,Exit Short,Close entry(s) order Short,10-03-2023 11:57,411.5,1,10000,1.91,858375,0.54,11250,2.15,3250,0.62
772,Entry Short,Short,09-03-2023 18:57,419.5,1,10000,1.91,858375,0.54,11250,2.15,3250,0.62
771,Exit Long,Close entry(s) order Long,09-03-2023 18:57,419.5,1,-2875,-0.55,848375,-0.16,1000,0.19,3000,0.57
771,Entry Long,Long,09-03-2023 17:12,421.8,1,-2875,-0.55,848375,-0.16,1000,0.19,3000,0.57
770,Exit Short,Close entry(s) order Short,06-03-2023 15:03,426.5,1,3375,0.63,851250,0.18,5250,0.98,625,0.12
770,Entry Short,Short,06-03-2023 09:18,429.2,1,3375,0.63,851250,0.18,5250,0.98,625,0.12
769,Exit Long,Close entry(s) order Long,03-03-2023 15:39,435.3,1,-625,-0.11,847875,-0.03,2500,0.46,2000,0.37
769,Entry Long,Long,03-03-2023 09:03,435.8,1,-625,-0.11,847875,-0.03,2500,0.46,2000,0.37
768,Exit Short,Long,03-03-2023 09:03,435.8,1,-7500,-1.4,848500,-0.4,250,0.05,7625,1.42
768,Entry Short,Short,02-03-2023 22:57,429.8,1,-7500,-1.4,848500,-0.4,250,0.05,7625,1.42
767,Exit Long,Close entry(s) order Long,01-03-2023 23:30,431.7,1,-250,-0.05,856000,-0.01,750,0.14,5125,0.95
767,Entry Long,Long,01-03-2023 21:09,431.9,1,-250,-0.05,856000,-0.01,750,0.14,5125,0.95
766,Exit Short,Long,01-03-2023 21:09,431.9,1,-6750,-1.27,856250,-0.36,625,0.12,7000,1.31
766,Entry Short,Short,01-03-2023 19:42,426.5,1,-6750,-1.27,856250,-0.36,625,0.12,7000,1.31
765,Exit Long,Close entry(s) order Long,01-03-2023 12:54,432.9,1,-500,-0.09,863000,-0.03,2625,0.48,2625,0.48
765,Entry Long,Long,01-03-2023 09:03,433.3,1,-500,-0.09,863000,-0.03,2625,0.48,2625,0.48
764,Exit Short,Long,01-03-2023 09:03,433.3,1,-14750,-2.8,863500,-0.79,3625,0.69,18500,3.51
764,Entry Short,Short,28-02-2023 21:48,421.5,1,-14750,-2.8,863500,-0.79,3625,0.69,18500,3.51
763,Exit Long,Close entry(s) order Long,23-02-2023 22:36,398.4,1,6875,1.4,878250,0.37,16250,3.31,125,0.03
763,Entry Long,Long,23-02-2023 18:54,392.9,1,6875,1.4,878250,0.37,16250,3.31,125,0.03
762,Exit Short,Long,23-02-2023 18:54,392.9,1,-4375,-0.9,871375,-0.23,875,0.18,4625,0.95
762,Entry Short,Short,23-02-2023 18:36,389.4,1,-4375,-0.9,871375,-0.23,875,0.18,4625,0.95
761,Exit Long,Close entry(s) order Long,23-02-2023 10:03,393.6,1,-2375,-0.48,875750,-0.13,12125,2.45,3625,0.73
761,Entry Long,Long,22-02-2023 20:57,395.5,1,-2375,-0.48,875750,-0.13,12125,2.45,3625,0.73
760,Exit Short,Close entry(s) order Short,17-02-2023 15:48,411,1,16625,3.13,878125,0.89,20750,3.91,750,0.14
760,Entry Short,Short,16-02-2023 19:48,424.3,1,16625,3.13,878125,0.89,20750,3.91,750,0.14
759,Exit Long,Close entry(s) order Long,16-02-2023 19:18,427.1,1,0,0,861500,0,375,0.07,250,0.05
759,Entry Long,Long,16-02-2023 19:15,427.1,1,0,0,861500,0,375,0.07,250,0.05
758,Exit Short,Long,16-02-2023 19:15,427.1,1,-3625,-0.68,861500,-0.19,625,0.12,3875,0.73
758,Entry Short,Short,16-02-2023 17:48,424.2,1,-3625,-0.68,861500,-0.19,625,0.12,3875,0.73
757,Exit Long,Close entry(s) order Long,16-02-2023 17:48,424.2,1,-2875,-0.54,865125,-0.15,625,0.12,3000,0.56
757,Entry Long,Long,16-02-2023 16:33,426.5,1,-2875,-0.54,865125,-0.15,625,0.12,3000,0.56
756,Exit Short,Long,16-02-2023 16:33,426.5,1,-1000,-0.19,868000,-0.05,0,0,1250,0.23
756,Entry Short,Short,16-02-2023 16:30,425.7,1,-1000,-0.19,868000,-0.05,0,0,1250,0.23
755,Exit Long,Close entry(s) order Long,16-02-2023 16:30,425.7,1,-625,-0.12,869000,-0.03,125,0.02,2375,0.45
755,Entry Long,Long,16-02-2023 15:33,426.2,1,-625,-0.12,869000,-0.03,125,0.02,2375,0.45
754,Exit Short,Close entry(s) order Short,16-02-2023 12:27,421.9,1,-1750,-0.33,869625,-0.09,625,0.12,1875,0.36
754,Entry Short,Short,16-02-2023 09:03,420.5,1,-1750,-0.33,869625,-0.09,625,0.12,1875,0.36
753,Exit Long,Close entry(s) order Long,15-02-2023 10:54,428.2,1,6625,1.25,871375,0.36,9750,1.84,1875,0.35
753,Entry Long,Long,14-02-2023 17:03,422.9,1,6625,1.25,871375,0.36,9750,1.84,1875,0.35
752,Exit Short,Close entry(s) order Short,14-02-2023 11:27,417.5,1,2375,0.45,864750,0.13,6000,1.14,625,0.12
752,Entry Short,Short,13-02-2023 22:54,419.4,1,2375,0.45,864750,0.13,6000,1.14,625,0.12
751,Exit Long,Close entry(s) order Long,13-02-2023 22:54,419.4,1,-6000,-1.13,862375,-0.32,1000,0.19,6000,1.13
751,Entry Long,Long,13-02-2023 22:27,424.2,1,-6000,-1.13,862375,-0.32,1000,0.19,6000,1.13
750,Exit Short,Close entry(s) order Short,13-02-2023 22:06,419.8,1,1375,0.26,868375,0.07,4750,0.9,2125,0.4
750,Entry Short,Short,13-02-2023 19:12,420.9,1,1375,0.26,868375,0.07,4750,0.9,2125,0.4
749,Exit Long,Close entry(s) order Long,13-02-2023 12:09,426.1,1,6875,1.31,867000,0.37,8500,1.62,2875,0.55
749,Entry Long,Long,10-02-2023 19:33,420.6,1,6875,1.31,867000,0.37,8500,1.62,2875,0.55
748,Exit Short,Close entry(s) order Short,10-02-2023 19:27,418.7,1,250,0.05,860125,0.01,2500,0.48,2125,0.41
748,Entry Short,Short,10-02-2023 16:12,418.9,1,250,0.05,860125,0.01,2500,0.48,2125,0.41
747,Exit Long,Close entry(s) order Long,10-02-2023 16:12,418.9,1,-1000,-0.19,859875,-0.05,625,0.12,1125,0.21
747,Entry Long,Long,10-02-2023 15:33,419.7,1,-1000,-0.19,859875,-0.05,625,0.12,1125,0.21
746,Exit Short,Close entry(s) order Short,09-02-2023 15:36,414.9,1,8500,1.61,860875,0.46,13000,2.47,3125,0.59
746,Entry Short,Short,08-02-2023 21:15,421.7,1,8500,1.61,860875,0.46,13000,2.47,3125,0.59
745,Exit Long,Close entry(s) order Long,07-02-2023 22:48,427,1,8375,1.59,852375,0.45,12500,2.38,250,0.05
745,Entry Long,Long,07-02-2023 18:18,420.3,1,8375,1.59,852375,0.45,12500,2.38,250,0.05
744,Exit Short,Long,07-02-2023 18:18,420.3,1,-2500,-0.48,844000,-0.14,500,0.1,2625,0.5
744,Entry Short,Short,07-02-2023 18:00,418.3,1,-2500,-0.48,844000,-0.14,500,0.1,2625,0.5
743,Exit Long,Close entry(s) order Long,07-02-2023 13:54,420.1,1,-1875,-0.36,846500,-0.1,1875,0.36,2875,0.55
743,Entry Long,Long,07-02-2023 09:03,421.6,1,-1875,-0.36,846500,-0.1,1875,0.36,2875,0.55
742,Exit Short,Close entry(s) order Short,02-02-2023 12:33,425.1,1,18250,3.32,848375,1,25375,4.62,1625,0.3
742,Entry Short,Short,01-02-2023 17:00,439.7,1,18250,3.32,848375,1,25375,4.62,1625,0.3
741,Exit Long,Close entry(s) order Long,01-02-2023 12:15,444,1,-1000,-0.18,830125,-0.05,2625,0.47,1375,0.25
741,Entry Long,Long,01-02-2023 09:03,444.8,1,-1000,-0.18,830125,-0.05,2625,0.47,1375,0.25
740,Exit Short,Close entry(s) order Short,25-01-2023 12:30,467.1,1,17500,2.91,831125,0.96,21250,3.53,1500,0.25
740,Entry Short,Short,24-01-2023 21:33,481.1,1,17500,2.91,831125,0.96,21250,3.53,1500,0.25
739,Exit Long,Close entry(s) order Long,24-01-2023 16:12,495.2,1,10375,1.7,813625,0.58,11500,1.89,2750,0.45
739,Entry Long,Long,24-01-2023 09:03,486.9,1,10375,1.7,813625,0.58,11500,1.89,2750,0.45
738,Exit Short,Long,24-01-2023 09:03,486.9,1,-17500,-2.96,803250,-0.96,1375,0.23,22625,3.83
738,Entry Short,Short,23-01-2023 22:09,472.9,1,-17500,-2.96,803250,-0.96,1375,0.23,22625,3.83
737,Exit Long,Close entry(s) order Long,23-01-2023 13:18,484.3,1,2625,0.44,820750,0.14,9125,1.51,1875,0.31
737,Entry Long,Long,23-01-2023 09:03,482.2,1,2625,0.44,820750,0.14,9125,1.51,1875,0.31
736,Exit Long,Close entry(s) order Long,20-01-2023 23:15,472.2,1,-8875,-1.48,818125,-0.49,3125,0.52,8875,1.48
736,Entry Long,Long,20-01-2023 20:36,479.3,1,-8875,-1.48,818125,-0.49,3125,0.52,8875,1.48
735,Exit Short,Close entry(s) order Short,18-01-2023 10:27,505.8,1,-2375,-0.38,827000,-0.13,5250,0.83,3625,0.58
735,Entry Short,Short,17-01-2023 22:51,503.9,1,-2375,-0.38,827000,-0.13,5250,0.83,3625,0.58
