Trade #,Type,Signal,Date/Time,Price INR,Contracts,Profit INR,Profit %,Cum. Profit INR,Cum. Profit %,Run-up INR,Run-up %,Drawdown INR,Drawdown %
247,Entry Short,Short,29-01-2021 09:33,518.3,1,-250,-0.04,203750,-0.02,0,0,250,0.04
246,Exit Long,Close entry(s) order Long,29-01-2021 09:33,518.3,1,-125,-0.02,204000,-0.01,0,0,125,0.02
246,Entry Long,Long,29-01-2021 09:24,518.4,1,-125,-0.02,204000,-0.01,0,0,125,0.02
245,Exit Short,Close entry(s) order Short,28-01-2021 23:54,516.8,1,-1875,-0.29,204125,-0.16,3750,0.58,2000,0.31
245,Entry Short,Short,28-01-2021 21:06,515.3,1,-1875,-0.29,204125,-0.16,3750,0.58,2000,0.31
244,Exit Long,Close entry(s) order Long,25-01-2021 12:42,506.8,1,-1250,-0.2,206000,-0.1,500,0.08,1375,0.22
244,Entry Long,Long,25-01-2021 09:03,507.8,1,-1250,-0.2,206000,-0.1,500,0.08,1375,0.22
243,Exit Short,Close entry(s) order Short,20-01-2021 09:54,510.1,1,8625,1.33,207250,0.72,9625,1.49,125,0.02
243,Entry Short,Short,19-01-2021 18:06,517,1,8625,1.33,207250,0.72,9625,1.49,125,0.02
242,Exit Long,Close entry(s) order Long,19-01-2021 18:06,517,1,-2000,-0.31,198625,-0.17,500,0.08,2000,0.31
242,Entry Long,Long,19-01-2021 17:48,518.6,1,-2000,-0.31,198625,-0.17,500,0.08,2000,0.31
241,Exit Short,Close entry(s) order Short,18-01-2021 18:54,513.9,1,10875,1.66,200625,0.91,13250,2.03,2125,0.33
241,Entry Short,Short,15-01-2021 21:57,522.6,1,10875,1.66,200625,0.91,13250,2.03,2125,0.33
240,Exit Long,Close entry(s) order Long,15-01-2021 21:57,522.6,1,-2875,-0.44,189750,-0.24,4000,0.61,3625,0.55
240,Entry Long,Long,15-01-2021 16:09,524.9,1,-2875,-0.44,189750,-0.24,4000,0.61,3625,0.55
239,Exit Short,Close entry(s) order Short,14-01-2021 10:51,525,1,750,0.11,192625,0.06,5125,0.78,1750,0.27
239,Entry Short,Short,13-01-2021 22:45,525.6,1,750,0.11,192625,0.06,5125,0.78,1750,0.27
238,Exit Long,Close entry(s) order Long,13-01-2021 22:45,525.6,1,-4125,-0.62,191875,-0.34,125,0.02,4250,0.64
238,Entry Long,Long,13-01-2021 21:51,528.9,1,-4125,-0.62,191875,-0.34,125,0.02,4250,0.64
237,Exit Short,Long,13-01-2021 21:51,528.9,1,-4875,-0.74,196000,-0.41,1750,0.27,5125,0.78
237,Entry Short,Short,13-01-2021 19:39,525,1,-4875,-0.74,196000,-0.41,1750,0.27,5125,0.78
236,Exit Long,Close entry(s) order Long,13-01-2021 19:39,525,1,-375,-0.06,200875,-0.03,6125,0.93,1625,0.25
236,Entry Long,Long,13-01-2021 12:51,525.3,1,-375,-0.06,200875,-0.03,6125,0.93,1625,0.25
235,Exit Short,Long,13-01-2021 12:51,525.3,1,-3125,-0.48,201250,-0.26,125,0.02,3375,0.52
235,Entry Short,Short,13-01-2021 12:12,522.8,1,-3125,-0.48,201250,-0.26,125,0.02,3375,0.52
234,Exit Long,Close entry(s) order Long,12-01-2021 14:27,530.1,1,12125,1.86,204375,1.02,14375,2.21,1250,0.19
234,Entry Long,Long,11-01-2021 22:42,520.4,1,12125,1.86,204375,1.02,14375,2.21,1250,0.19
233,Exit Short,Close entry(s) order Short,11-01-2021 18:06,517.8,1,2125,0.33,192250,0.18,7250,1.12,2375,0.37
233,Entry Short,Short,08-01-2021 22:09,519.5,1,2125,0.33,192250,0.18,7250,1.12,2375,0.37
232,Exit Long,Close entry(s) order Long,08-01-2021 22:09,519.5,1,-3000,-0.46,190125,-0.25,750,0.11,3250,0.5
232,Entry Long,Long,08-01-2021 21:09,521.9,1,-3000,-0.46,190125,-0.25,750,0.11,3250,0.5
231,Exit Short,Close entry(s) order Short,08-01-2021 19:36,518.6,1,125,0.02,193125,0.01,4250,0.66,1375,0.21
231,Entry Short,Short,08-01-2021 13:09,518.7,1,125,0.02,193125,0.01,4250,0.66,1375,0.21
230,Exit Long,Close entry(s) order Long,08-01-2021 13:09,518.7,1,-3250,-0.5,193000,-0.27,375,0.06,3500,0.54
230,Entry Long,Long,08-01-2021 12:45,521.3,1,-3250,-0.5,193000,-0.27,375,0.06,3500,0.54
229,Exit Short,Long,08-01-2021 12:45,521.3,1,-2000,-0.31,196250,-0.17,0,0,2125,0.33
229,Entry Short,Short,08-01-2021 12:33,519.7,1,-2000,-0.31,196250,-0.17,0,0,2125,0.33
228,Exit Long,Close entry(s) order Long,07-01-2021 22:33,523.3,1,2625,0.4,198250,0.22,5750,0.88,875,0.13
228,Entry Long,Long,07-01-2021 17:09,521.2,1,2625,0.4,198250,0.22,5750,0.88,875,0.13
227,Exit Short,Long,07-01-2021 17:09,521.2,1,-2750,-0.42,195625,-0.23,0,0,2750,0.42
227,Entry Short,Short,07-01-2021 15:33,519,1,-2750,-0.42,195625,-0.23,0,0,2750,0.42
226,Exit Long,Close entry(s) order Long,07-01-2021 09:54,522.1,1,3750,0.58,198375,0.31,9125,1.41,1500,0.23
226,Entry Long,Long,06-01-2021 18:57,519.1,1,3750,0.58,198375,0.31,9125,1.41,1500,0.23
225,Exit Short,Close entry(s) order Short,06-01-2021 15:54,516.2,1,500,0.08,194625,0.04,2750,0.43,375,0.06
225,Entry Short,Short,06-01-2021 12:36,516.6,1,500,0.08,194625,0.04,2750,0.43,375,0.06
224,Exit Long,Close entry(s) order Long,30-12-2020 10:18,500.7,1,375,0.06,194125,0.03,5750,0.92,875,0.14
224,Entry Long,Long,29-12-2020 19:57,500.4,1,375,0.06,194125,0.03,5750,0.92,875,0.14
223,Exit Short,Close entry(s) order Short,24-12-2020 17:57,513.7,1,16750,2.54,193750,1.42,18125,2.75,2125,0.32
223,Entry Short,Short,23-12-2020 16:45,527.1,1,16750,2.54,193750,1.42,18125,2.75,2125,0.32
222,Exit Long,Close entry(s) order Long,21-12-2020 20:33,524.3,1,-2500,-0.38,177000,-0.21,1500,0.23,3750,0.57
222,Entry Long,Long,21-12-2020 17:42,526.3,1,-2500,-0.38,177000,-0.21,1500,0.23,3750,0.57
221,Exit Short,Long,21-12-2020 17:42,526.3,1,-4500,-0.69,179500,-0.38,1625,0.25,5000,0.77
221,Entry Short,Short,21-12-2020 16:57,522.7,1,-4500,-0.69,179500,-0.38,1625,0.25,5000,0.77
220,Exit Long,Close entry(s) order Long,18-12-2020 17:00,523.1,1,0,0,184000,0,1250,0.19,750,0.11
220,Entry Long,Long,18-12-2020 13:15,523.1,1,0,0,184000,0,1250,0.19,750,0.11
219,Exit Short,Close entry(s) order Short,18-12-2020 09:24,522.2,1,-875,-0.13,184000,-0.07,4125,0.63,1500,0.23
219,Entry Short,Short,17-12-2020 21:06,521.5,1,-875,-0.13,184000,-0.07,4125,0.63,1500,0.23
218,Exit Long,Close entry(s) order Long,17-12-2020 13:15,524.5,1,1500,0.23,184875,0.13,4000,0.61,3000,0.46
218,Entry Long,Long,16-12-2020 22:33,523.3,1,1500,0.23,184875,0.13,4000,0.61,3000,0.46
217,Exit Long,Close entry(s) order Long,15-12-2020 23:06,520.8,1,-3000,-0.46,183375,-0.25,2250,0.34,3250,0.5
217,Entry Long,Long,15-12-2020 21:24,523.2,1,-3000,-0.46,183375,-0.25,2250,0.34,3250,0.5
216,Exit Short,Close entry(s) order Short,15-12-2020 21:15,522.1,1,-1125,-0.17,186375,-0.09,4500,0.69,1125,0.17
216,Entry Short,Short,15-12-2020 17:33,521.2,1,-1125,-0.17,186375,-0.09,4500,0.69,1125,0.17
215,Exit Long,Close entry(s) order Long,11-12-2020 09:36,515.4,1,8625,1.36,187500,0.73,11375,1.79,875,0.14
215,Entry Long,Long,10-12-2020 19:36,508.5,1,8625,1.36,187500,0.73,11375,1.79,875,0.14
214,Exit Short,Long,10-12-2020 19:36,508.5,1,-3375,-0.53,178875,-0.29,1125,0.18,3750,0.59
214,Entry Short,Short,10-12-2020 19:00,505.8,1,-3375,-0.53,178875,-0.29,1125,0.18,3750,0.59
213,Exit Long,Close entry(s) order Long,10-12-2020 19:00,505.8,1,-2375,-0.37,182250,-0.2,1125,0.18,2625,0.41
213,Entry Long,Long,10-12-2020 17:15,507.7,1,-2375,-0.37,182250,-0.2,1125,0.18,2625,0.41
212,Exit Short,Close entry(s) order Short,10-12-2020 13:36,505.4,1,-375,-0.06,184625,-0.03,4000,0.63,500,0.08
212,Entry Short,Short,10-12-2020 09:03,505.1,1,-375,-0.06,184625,-0.03,4000,0.63,500,0.08
211,Exit Long,Close entry(s) order Long,09-12-2020 12:24,506.9,1,1000,0.16,185000,0.08,1500,0.24,125,0.02
211,Entry Long,Long,09-12-2020 11:45,506.1,1,1000,0.16,185000,0.08,1500,0.24,125,0.02
210,Exit Short,Close entry(s) order Short,04-12-2020 16:09,510.1,1,36250,5.38,184000,3.16,38750,5.75,750,0.11
210,Entry Short,Short,02-12-2020 20:00,539.1,1,36250,5.38,184000,3.16,38750,5.75,750,0.11
209,Exit Long,Close entry(s) order Long,02-12-2020 20:00,539.1,1,-3000,-0.44,147750,-0.26,2125,0.31,3000,0.44
209,Entry Long,Long,02-12-2020 17:36,541.5,1,-3000,-0.44,147750,-0.26,2125,0.31,3000,0.44
208,Exit Short,Close entry(s) order Short,01-12-2020 17:36,539.5,1,2625,0.39,150750,0.23,3750,0.55,125,0.02
208,Entry Short,Short,01-12-2020 12:51,541.6,1,2625,0.39,150750,0.23,3750,0.55,125,0.02
207,Exit Long,Close entry(s) order Long,01-12-2020 11:57,543.9,1,-2375,-0.35,148125,-0.21,500,0.07,3000,0.44
207,Entry Long,Long,01-12-2020 09:03,545.8,1,-2375,-0.35,148125,-0.21,500,0.07,3000,0.44
206,Exit Short,Long,01-12-2020 09:03,545.8,1,-5875,-0.87,150500,-0.51,750,0.11,6250,0.92
206,Entry Short,Short,30-11-2020 22:57,541.1,1,-5875,-0.87,150500,-0.51,750,0.11,6250,0.92
205,Exit Long,Close entry(s) order Long,30-11-2020 22:09,543.9,1,0,0,156375,0,5750,0.85,3250,0.48
205,Entry Long,Long,30-11-2020 17:39,543.9,1,0,0,156375,0,5750,0.85,3250,0.48
204,Exit Short,Close entry(s) order Short,30-11-2020 17:33,543.6,1,-2125,-0.31,156375,-0.18,7625,1.13,3750,0.55
204,Entry Short,Short,27-11-2020 19:12,541.9,1,-2125,-0.31,156375,-0.18,7625,1.13,3750,0.55
203,Exit Long,Close entry(s) order Long,23-11-2020 14:42,537.1,1,2375,0.36,158500,0.21,2750,0.41,500,0.07
203,Entry Long,Long,23-11-2020 09:03,535.2,1,2375,0.36,158500,0.21,2750,0.41,500,0.07
202,Exit Short,Close entry(s) order Short,19-11-2020 22:15,529.1,1,10125,1.51,156125,0.88,17500,2.61,875,0.13
202,Entry Short,Short,19-11-2020 12:27,537.2,1,10125,1.51,156125,0.88,17500,2.61,875,0.13
201,Exit Long,Close entry(s) order Long,19-11-2020 09:30,539.5,1,-1000,-0.15,146000,-0.09,1000,0.15,3500,0.52
201,Entry Long,Long,18-11-2020 22:12,540.3,1,-1000,-0.15,146000,-0.09,1000,0.15,3500,0.52
200,Exit Short,Long,18-11-2020 22:12,540.3,1,-2125,-0.32,147000,-0.18,3000,0.45,2375,0.35
200,Entry Short,Short,18-11-2020 20:27,538.6,1,-2125,-0.32,147000,-0.18,3000,0.45,2375,0.35
199,Exit Long,Close entry(s) order Long,18-11-2020 20:27,538.6,1,-1375,-0.2,149125,-0.12,375,0.06,1750,0.26
199,Entry Long,Long,18-11-2020 19:57,539.7,1,-1375,-0.2,149125,-0.12,375,0.06,1750,0.26
198,Exit Short,Long,18-11-2020 19:57,539.7,1,-625,-0.09,150500,-0.05,625,0.09,1875,0.28
198,Entry Short,Short,18-11-2020 19:09,539.2,1,-625,-0.09,150500,-0.05,625,0.09,1875,0.28
197,Exit Long,Close entry(s) order Long,18-11-2020 19:09,539.2,1,-2250,-0.33,151125,-0.2,875,0.13,2500,0.37
197,Entry Long,Long,18-11-2020 17:45,541,1,-2250,-0.33,151125,-0.2,875,0.13,2500,0.37
196,Exit Short,Long,18-11-2020 17:45,541,1,-750,-0.11,153375,-0.06,375,0.06,750,0.11
196,Entry Short,Short,18-11-2020 17:36,540.4,1,-750,-0.11,153375,-0.06,375,0.06,750,0.11
195,Exit Long,Close entry(s) order Long,18-11-2020 17:36,540.4,1,-875,-0.13,154125,-0.08,500,0.07,875,0.13
195,Entry Long,Long,18-11-2020 17:27,541.1,1,-875,-0.13,154125,-0.08,500,0.07,875,0.13
194,Exit Short,Close entry(s) order Short,16-11-2020 23:33,540.7,1,9500,1.39,155000,0.83,10000,1.46,1000,0.15
194,Entry Short,Short,16-11-2020 17:03,548.3,1,9500,1.39,155000,0.83,10000,1.46,1000,0.15
193,Exit Long,Close entry(s) order Long,13-11-2020 22:27,564.6,1,6250,0.89,145500,0.55,8750,1.25,750,0.11
193,Entry Long,Long,13-11-2020 16:09,559.6,1,6250,0.89,145500,0.55,8750,1.25,750,0.11
192,Exit Short,Close entry(s) order Short,13-11-2020 12:36,558.2,1,-875,-0.13,139250,-0.08,1125,0.16,1500,0.22
192,Entry Short,Short,13-11-2020 09:18,557.5,1,-875,-0.13,139250,-0.08,1125,0.16,1500,0.22
191,Exit Long,Close entry(s) order Long,11-11-2020 09:27,554.8,1,6750,0.98,140125,0.6,13500,1.97,125,0.02
191,Entry Long,Long,10-11-2020 19:45,549.4,1,6750,0.98,140125,0.6,13500,1.97,125,0.02
190,Exit Short,Long,10-11-2020 19:45,549.4,1,-375,-0.05,133375,-0.03,375,0.05,500,0.07
190,Entry Short,Short,10-11-2020 19:39,549.1,1,-375,-0.05,133375,-0.03,375,0.05,500,0.07
189,Exit Long,Close entry(s) order Long,10-11-2020 14:15,551.2,1,-125,-0.02,133750,-0.01,1250,0.18,1000,0.15
189,Entry Long,Long,10-11-2020 11:39,551.3,1,-125,-0.02,133750,-0.01,1250,0.18,1000,0.15
188,Exit Short,Close entry(s) order Short,06-11-2020 13:24,552.6,1,13875,1.97,133875,1.24,14875,2.11,2750,0.39
188,Entry Short,Short,05-11-2020 18:39,563.7,1,13875,1.97,133875,1.24,14875,2.11,2750,0.39
187,Exit Long,Close entry(s) order Long,05-11-2020 18:39,563.7,1,-2875,-0.41,120000,-0.26,1125,0.16,3250,0.46
187,Entry Long,Long,05-11-2020 17:42,566,1,-2875,-0.41,120000,-0.26,1125,0.16,3250,0.46
186,Exit Short,Close entry(s) order Short,03-11-2020 09:03,574.9,1,7750,1.07,122875,0.69,7875,1.08,875,0.12
186,Entry Short,Short,02-11-2020 15:06,581.1,1,7750,1.07,122875,0.69,7875,1.08,875,0.12
185,Exit Long,Close entry(s) order Long,02-11-2020 12:15,585.2,1,4125,0.57,115125,0.37,6500,0.89,1250,0.17
185,Entry Long,Long,30-10-2020 20:18,581.9,1,4125,0.57,115125,0.37,6500,0.89,1250,0.17
184,Exit Short,Long,30-10-2020 20:18,581.9,1,-3875,-0.54,111000,-0.35,375,0.05,4000,0.55
184,Entry Short,Short,30-10-2020 19:00,578.8,1,-3875,-0.54,111000,-0.35,375,0.05,4000,0.55
183,Exit Long,Close entry(s) order Long,30-10-2020 13:24,582.9,1,2250,0.31,114875,0.2,5375,0.74,1375,0.19
183,Entry Long,Long,29-10-2020 21:03,581.1,1,2250,0.31,114875,0.2,5375,0.74,1375,0.19
182,Exit Short,Close entry(s) order Short,29-10-2020 17:03,577.8,1,1125,0.16,112625,0.1,2625,0.36,625,0.09
182,Entry Short,Short,29-10-2020 13:18,578.7,1,1125,0.16,112625,0.1,2625,0.36,625,0.09
181,Exit Long,Close entry(s) order Long,27-10-2020 23:03,580.4,1,4000,0.55,111500,0.36,5125,0.71,2125,0.29
181,Entry Long,Long,27-10-2020 19:24,577.2,1,4000,0.55,111500,0.36,5125,0.71,2125,0.29
180,Exit Short,Long,27-10-2020 19:24,577.2,1,-375,-0.05,107500,-0.03,375,0.05,750,0.1
180,Entry Short,Short,27-10-2020 19:18,576.9,1,-375,-0.05,107500,-0.03,375,0.05,750,0.1
179,Exit Long,Close entry(s) order Long,27-10-2020 19:18,576.9,1,-125,-0.02,107875,-0.01,250,0.03,125,0.02
179,Entry Long,Long,27-10-2020 19:15,577,1,-125,-0.02,107875,-0.01,250,0.03,125,0.02
178,Exit Short,Long,27-10-2020 19:15,577,1,-2500,-0.35,108000,-0.23,250,0.03,2750,0.38
178,Entry Short,Short,27-10-2020 18:36,575,1,-2500,-0.35,108000,-0.23,250,0.03,2750,0.38
177,Exit Long,Close entry(s) order Long,26-10-2020 21:15,578.9,1,4875,0.68,110500,0.44,9500,1.32,625,0.09
177,Entry Long,Long,26-10-2020 14:21,575,1,4875,0.68,110500,0.44,9500,1.32,625,0.09
176,Exit Short,Close entry(s) order Short,23-10-2020 16:18,571.2,1,2625,0.37,105625,0.24,5000,0.7,0,0
176,Entry Short,Short,23-10-2020 10:06,573.3,1,2625,0.37,105625,0.24,5000,0.7,0,0
175,Exit Long,Close entry(s) order Long,20-10-2020 13:36,564.2,1,875,0.12,103000,0.08,2125,0.3,1000,0.14
175,Entry Long,Long,20-10-2020 09:03,563.5,1,875,0.12,103000,0.08,2125,0.3,1000,0.14
174,Exit Short,Long,20-10-2020 09:03,563.5,1,-10500,-1.51,102125,-0.94,125,0.02,11625,1.68
174,Entry Short,Short,19-10-2020 22:30,555.1,1,-10500,-1.51,102125,-0.94,125,0.02,11625,1.68
173,Exit Long,Close entry(s) order Long,19-10-2020 22:30,555.1,1,-4625,-0.66,112625,-0.41,750,0.11,4875,0.7
173,Entry Long,Long,19-10-2020 20:06,558.8,1,-4625,-0.66,112625,-0.41,750,0.11,4875,0.7
172,Exit Short,Close entry(s) order Short,19-10-2020 13:30,551.9,1,-375,-0.05,117250,-0.03,1875,0.27,1250,0.18
172,Entry Short,Short,19-10-2020 09:03,551.6,1,-375,-0.05,117250,-0.03,1875,0.27,1250,0.18
171,Exit Long,Close entry(s) order Long,15-10-2020 17:12,555.3,1,-3250,-0.47,117625,-0.29,1000,0.14,4625,0.66
171,Entry Long,Long,15-10-2020 13:57,557.9,1,-3250,-0.47,117625,-0.29,1000,0.14,4625,0.66
170,Exit Short,Close entry(s) order Short,14-10-2020 20:24,550.2,1,7250,1.04,120875,0.65,12125,1.74,750,0.11
170,Entry Short,Short,14-10-2020 09:03,556,1,7250,1.04,120875,0.65,12125,1.74,750,0.11
169,Exit Long,Close entry(s) order Long,13-10-2020 22:33,563.5,1,-2625,-0.37,113625,-0.24,500,0.07,4125,0.58
169,Entry Long,Long,13-10-2020 19:48,565.6,1,-2625,-0.37,113625,-0.24,500,0.07,4125,0.58
168,Exit Short,Close entry(s) order Short,13-10-2020 18:48,562.4,1,-2500,-0.36,116250,-0.22,2000,0.29,2500,0.36
168,Entry Short,Short,13-10-2020 18:06,560.4,1,-2500,-0.36,116250,-0.22,2000,0.29,2500,0.36
167,Exit Long,Close entry(s) order Long,13-10-2020 18:06,560.4,1,-3625,-0.51,118750,-0.32,125,0.02,3750,0.53
167,Entry Long,Long,13-10-2020 17:45,563.3,1,-3625,-0.51,118750,-0.32,125,0.02,3750,0.53
166,Exit Short,Long,13-10-2020 17:45,563.3,1,-3375,-0.48,122375,-0.3,2250,0.32,3625,0.52
166,Entry Short,Short,13-10-2020 16:12,560.6,1,-3375,-0.48,122375,-0.3,2250,0.32,3625,0.52
165,Exit Long,Close entry(s) order Long,08-10-2020 22:09,543.9,1,-2000,-0.29,125750,-0.18,3375,0.49,3875,0.57
165,Entry Long,Long,08-10-2020 19:27,545.5,1,-2000,-0.29,125750,-0.18,3375,0.49,3875,0.57
164,Exit Short,Close entry(s) order Short,08-10-2020 09:15,544.3,1,-375,-0.06,127750,-0.03,3625,0.53,2625,0.39
164,Entry Short,Short,07-10-2020 20:39,544,1,-375,-0.06,127750,-0.03,3625,0.53,2625,0.39
163,Exit Long,Close entry(s) order Long,07-10-2020 20:39,544,1,-5250,-0.77,128125,-0.46,4375,0.64,5625,0.82
163,Entry Long,Long,07-10-2020 18:18,548.2,1,-5250,-0.77,128125,-0.46,4375,0.64,5625,0.82
162,Exit Short,Close entry(s) order Short,07-10-2020 12:24,540.7,1,2750,0.41,133375,0.24,3875,0.57,625,0.09
162,Entry Short,Short,06-10-2020 22:54,542.9,1,2750,0.41,133375,0.24,3875,0.57,625,0.09
161,Exit Long,Close entry(s) order Long,05-10-2020 23:00,550,1,10125,1.49,130625,0.9,15250,2.25,0,0
161,Entry Long,Long,05-10-2020 18:42,541.9,1,10125,1.49,130625,0.9,15250,2.25,0,0
160,Exit Short,Long,05-10-2020 18:42,541.9,1,-3375,-0.5,120500,-0.3,0,0,3500,0.52
160,Entry Short,Short,05-10-2020 18:15,539.2,1,-3375,-0.5,120500,-0.3,0,0,3500,0.52
159,Exit Long,Close entry(s) order Long,05-10-2020 18:15,539.2,1,-3250,-0.48,123875,-0.29,750,0.11,3375,0.5
159,Entry Long,Long,05-10-2020 17:45,541.8,1,-3250,-0.48,123875,-0.29,750,0.11,3375,0.5
158,Exit Short,Long,05-10-2020 17:45,541.8,1,-3125,-0.46,127125,-0.28,1875,0.28,3125,0.46
158,Entry Short,Short,05-10-2020 17:18,539.3,1,-3125,-0.46,127125,-0.28,1875,0.28,3125,0.46
157,Exit Long,Close entry(s) order Long,05-10-2020 17:18,539.3,1,-2875,-0.42,130250,-0.25,500,0.07,2875,0.42
157,Entry Long,Long,05-10-2020 16:36,541.6,1,-2875,-0.42,130250,-0.25,500,0.07,2875,0.42
156,Exit Short,Long,05-10-2020 16:36,541.6,1,-2625,-0.39,133125,-0.23,1625,0.24,2625,0.39
156,Entry Short,Short,05-10-2020 14:54,539.5,1,-2625,-0.39,133125,-0.23,1625,0.24,2625,0.39
155,Exit Long,Close entry(s) order Long,05-10-2020 12:42,540.1,1,-2125,-0.31,135750,-0.19,500,0.07,2500,0.37
155,Entry Long,Long,05-10-2020 11:27,541.8,1,-2125,-0.31,135750,-0.19,500,0.07,2500,0.37
154,Exit Long,Close entry(s) order Long,24-09-2020 13:36,565.3,1,34250,5.09,137875,3.1,40625,6.04,500,0.07
154,Entry Long,Long,23-09-2020 17:09,537.9,1,34250,5.09,137875,3.1,40625,6.04,500,0.07
153,Exit Short,Close entry(s) order Short,17-09-2020 12:06,564.8,1,6875,0.96,103625,0.63,8000,1.12,1875,0.26
153,Entry Short,Short,16-09-2020 17:36,570.3,1,6875,0.96,103625,0.63,8000,1.12,1875,0.26
152,Exit Long,Close entry(s) order Long,16-09-2020 09:24,573.3,1,3875,0.54,96750,0.35,5375,0.75,1500,0.21
152,Entry Long,Long,15-09-2020 16:21,570.2,1,3875,0.54,96750,0.35,5375,0.75,1500,0.21
151,Exit Short,Close entry(s) order Short,15-09-2020 12:45,567.7,1,1750,0.25,92875,0.16,3125,0.44,2125,0.3
151,Entry Short,Short,14-09-2020 22:09,569.1,1,1750,0.25,92875,0.16,3125,0.44,2125,0.3
150,Exit Long,Close entry(s) order Long,14-09-2020 15:54,571.4,1,-125,-0.02,91125,-0.01,1375,0.19,1125,0.16
150,Entry Long,Long,14-09-2020 12:39,571.5,1,-125,-0.02,91125,-0.01,1375,0.19,1125,0.16
149,Exit Short,Close entry(s) order Short,09-09-2020 14:15,574.3,1,11125,1.53,91250,1.03,13875,1.9,500,0.07
149,Entry Short,Short,08-09-2020 19:54,583.2,1,11125,1.53,91250,1.03,13875,1.9,500,0.07
148,Exit Long,Close entry(s) order Long,07-09-2020 13:06,586.6,1,3625,0.5,80125,0.34,4625,0.63,250,0.03
148,Entry Long,Long,04-09-2020 22:39,583.7,1,3625,0.5,80125,0.34,4625,0.63,250,0.03
147,Exit Short,Close entry(s) order Short,04-09-2020 22:06,580.4,1,1125,0.15,76500,0.1,4625,0.64,375,0.05
147,Entry Short,Short,04-09-2020 18:48,581.3,1,1125,0.15,76500,0.1,4625,0.64,375,0.05
146,Exit Long,Close entry(s) order Long,04-09-2020 17:33,583.4,1,125,0.02,75375,0.01,2000,0.27,750,0.1
146,Entry Long,Long,04-09-2020 14:30,583.3,1,125,0.02,75375,0.01,2000,0.27,750,0.1
145,Exit Short,Close entry(s) order Short,04-09-2020 14:00,582.7,1,-2000,-0.28,75250,-0.19,1625,0.22,2625,0.36
145,Entry Short,Short,03-09-2020 22:54,581.1,1,-2000,-0.28,75250,-0.19,1625,0.22,2625,0.36
144,Exit Long,Close entry(s) order Long,03-09-2020 21:21,584.5,1,-2000,-0.27,77250,-0.19,2000,0.27,4625,0.63
144,Entry Long,Long,03-09-2020 17:21,586.1,1,-2000,-0.27,77250,-0.19,2000,0.27,4625,0.63
143,Exit Short,Close entry(s) order Short,31-08-2020 11:09,593.2,1,-250,-0.03,79250,-0.02,2250,0.3,375,0.05
143,Entry Short,Short,28-08-2020 22:57,593,1,-250,-0.03,79250,-0.02,2250,0.3,375,0.05
142,Exit Long,Close entry(s) order Long,27-08-2020 22:24,595,1,2750,0.37,79500,0.26,8875,1.2,2500,0.34
142,Entry Long,Long,27-08-2020 16:33,592.8,1,2750,0.37,79500,0.26,8875,1.2,2500,0.34
141,Exit Short,Close entry(s) order Short,26-08-2020 23:03,591.4,1,875,0.12,76750,0.08,2250,0.3,750,0.1
141,Entry Short,Short,26-08-2020 21:42,592.1,1,875,0.12,76750,0.08,2250,0.3,750,0.1
140,Exit Long,Close entry(s) order Long,26-08-2020 21:42,592.1,1,-3125,-0.42,75875,-0.29,250,0.03,3125,0.42
140,Entry Long,Long,26-08-2020 21:12,594.6,1,-3125,-0.42,75875,-0.29,250,0.03,3125,0.42
139,Exit Short,Long,26-08-2020 21:12,594.6,1,-4125,-0.56,79000,-0.38,250,0.03,4375,0.59
139,Entry Short,Short,26-08-2020 19:15,591.3,1,-4125,-0.56,79000,-0.38,250,0.03,4375,0.59
138,Exit Long,Close entry(s) order Long,24-08-2020 14:03,586.5,1,-1250,-0.17,83125,-0.12,2000,0.27,1500,0.2
138,Entry Long,Long,21-08-2020 22:57,587.5,1,-1250,-0.17,83125,-0.12,2000,0.27,1500,0.2
137,Exit Short,Close entry(s) order Short,21-08-2020 12:03,583.6,1,5250,0.71,84375,0.49,6250,0.85,2000,0.27
137,Entry Short,Short,20-08-2020 19:45,587.8,1,5250,0.71,84375,0.49,6250,0.85,2000,0.27
136,Exit Long,Close entry(s) order Long,13-08-2020 21:27,568.8,1,-1375,-0.19,79125,-0.13,1875,0.26,2875,0.4
136,Entry Long,Long,13-08-2020 19:21,569.9,1,-1375,-0.19,79125,-0.13,1875,0.26,2875,0.4
135,Exit Short,Long,13-08-2020 19:21,569.9,1,-2375,-0.33,80500,-0.22,500,0.07,2500,0.35
135,Entry Short,Short,13-08-2020 17:33,568,1,-2375,-0.33,80500,-0.22,500,0.07,2500,0.35
134,Exit Long,Close entry(s) order Long,13-08-2020 12:39,570.4,1,0,0,82875,0,625,0.09,625,0.09
134,Entry Long,Long,13-08-2020 09:03,570.4,1,0,0,82875,0,625,0.09,625,0.09
133,Exit Short,Close entry(s) order Short,11-08-2020 20:48,570.9,1,750,0.1,82875,0.07,3750,0.52,125,0.02
133,Entry Short,Short,11-08-2020 17:24,571.5,1,750,0.1,82875,0.07,3750,0.52,125,0.02
132,Exit Long,Close entry(s) order Long,11-08-2020 17:24,571.5,1,-2625,-0.37,82125,-0.24,500,0.07,2750,0.38
132,Entry Long,Long,11-08-2020 16:54,573.6,1,-2625,-0.37,82125,-0.24,500,0.07,2750,0.38
131,Exit Short,Close entry(s) order Short,11-08-2020 10:00,570.3,1,1750,0.24,84750,0.16,7125,1,2750,0.38
